48759,193,4069,-565,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48796,192,4100,-560,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48833,184,4069,-570,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48870,177,4053,-535,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48907,195,4068,-525,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48944,185,4071,-544,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
48981,189,4043,-555,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49019,206,4070,-545,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49057,199,4038,-555,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49095,185,4060,-511,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49134,175,4104,-497,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49172,203,4046,-521,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49210,157,4046,-588,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49249,184,4094,-598,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49287,175,4075,-523,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49325,164,4028,-480,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49364,161,4045,-503,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49406,179,4062,-554,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49448,197,4066,-591,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49490,161,4090,-528,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49532,177,4029,-514,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49574,176,4063,-547,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49616,173,4069,-536,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49658,195,4037,-579,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49700,163,4076,-531,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49742,197,4072,-562,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49784,170,4050,-537,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49827,165,4061,-509,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49861,195,4048,-541,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49896,194,4074,-558,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49931,188,4075,-532,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
49966,177,4073,-499,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50001,165,4041,-526,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50036,163,4088,-541,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50071,182,4052,-540,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50106,161,4067,-522,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50141,165,4084,-528,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50176,174,4050,-517,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50214,160,4050,-533,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50253,169,4067,-506,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50292,168,4054,-512,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50330,180,4059,-544,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50369,173,4071,-524,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50408,170,4054,-525,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50446,169,4031,-524,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50485,163,4124,-564,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50524,197,4073,-512,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50563,188,4050,-508,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50600,163,4062,-496,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50637,157,4055,-499,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50674,158,4082,-534,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50711,206,4061,-551,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50748,169,4064,-559,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50786,176,4066,-532,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50823,193,4041,-535,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50860,178,4075,-510,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50897,195,4046,-487,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50934,209,4070,-537,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
50972,167,4107,-536,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51012,157,4050,-519,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51052,148,4062,-528,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51093,174,4035,-556,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51133,186,4057,-586,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51174,174,4106,-559,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51214,184,4067,-557,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51254,158,4062,-561,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51295,147,4059,-523,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51335,140,4076,-564,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51376,144,4083,-576,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51412,173,4050,-555,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51449,158,4061,-551,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51485,155,4075,-581,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51522,155,4038,-563,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51559,159,4052,-604,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51595,167,4056,-615,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51632,153,4050,-640,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51669,152,4066,-571,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51705,151,4036,-574,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51742,144,4034,-599,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51779,153,4048,-616,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51818,125,4060,-666,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51857,120,4078,-646,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51896,118,4047,-616,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51936,128,4045,-657,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
51975,120,4057,-661,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52014,136,4068,-680,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52054,147,4048,-685,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52093,110,4060,-687,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52132,98,4068,-682,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52172,112,4051,-679,81,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52218,113,4041,-714,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52265,91,4025,-740,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52312,114,4026,-685,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52358,127,4031,-675,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52405,129,3987,-712,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52452,138,4041,-731,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52498,127,4052,-709,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52545,127,4065,-652,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52592,118,4015,-659,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52639,135,4023,-680,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52668,135,4051,-692,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52697,136,4059,-702,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52727,139,4045,-680,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52756,135,4027,-643,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52786,129,4053,-640,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52815,136,4080,-647,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52845,144,4051,-719,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52874,146,4054,-638,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52904,122,4037,-618,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52933,120,4030,-627,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
52963,148,4092,-650,82,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53004,151,4077,-685,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53045,132,4055,-663,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53086,121,4020,-654,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53127,121,4050,-654,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53169,140,4064,-653,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53210,134,4054,-683,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53251,130,4060,-680,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53292,124,4041,-679,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53333,142,4030,-657,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53375,137,4062,-682,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53418,146,4045,-673,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53461,130,4009,-747,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53504,134,4053,-666,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53548,145,4020,-677,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53591,151,4020,-697,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53634,163,4075,-678,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53678,125,4008,-699,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53721,141,4038,-680,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53764,135,4019,-714,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53808,116,4020,-711,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53840,153,4057,-674,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53872,136,4073,-673,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53904,127,4041,-689,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53937,142,4043,-663,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
53969,134,4047,-673,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54001,145,4041,-696,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54033,165,4032,-645,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54066,137,4057,-684,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54098,120,4045,-693,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54130,147,4050,-636,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54163,140,4014,-674,83,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54205,162,4053,-683,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54248,171,4055,-674,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54291,142,4047,-686,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54334,145,4036,-664,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54377,142,4043,-665,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54420,142,4066,-687,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54463,153,4029,-703,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54506,150,4024,-679,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54549,138,4052,-693,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54592,123,4065,-643,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54625,153,4038,-647,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54658,152,4027,-686,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54691,151,4051,-642,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54724,145,4053,-679,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54757,162,4044,-687,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54791,126,4036,-651,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54824,114,4060,-729,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54857,127,4037,-704,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54890,145,4054,-647,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54923,124,4048,-635,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54957,132,4049,-686,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
54997,157,4063,-676,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55038,112,4032,-652,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55078,135,4052,-671,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55119,149,4041,-671,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55159,140,4070,-681,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55200,126,4052,-681,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55240,130,4043,-669,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55281,121,4036,-683,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55321,121,4049,-688,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55362,130,4044,-656,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55404,137,4060,-686,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55446,132,4048,-675,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55488,142,4033,-681,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55530,126,4043,-693,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55573,145,4050,-678,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55615,152,4026,-671,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55657,131,4038,-668,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55699,126,4058,-656,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55741,147,4049,-666,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55784,142,4050,-688,84,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55824,139,4025,-667,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55864,150,4035,-673,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55904,145,4042,-644,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55944,161,4049,-667,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
55984,153,4041,-664,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56024,153,4008,-721,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56064,144,4049,-667,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56104,131,4024,-636,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56144,143,4038,-687,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56184,163,4047,-727,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56225,135,4053,-697,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56261,159,4022,-693,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56297,154,4030,-705,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56334,165,4040,-703,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56370,168,4034,-715,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56407,153,4007,-727,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56443,128,4033,-714,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56479,139,4076,-671,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56516,141,4034,-672,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56552,153,4040,-660,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56589,154,4045,-681,85,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56624,149,4049,-678,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56660,146,4061,-695,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56695,138,4039,-700,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56731,147,4041,-671,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56766,150,4040,-653,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56802,135,4069,-670,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56837,138,4030,-669,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56873,148,4024,-661,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56908,131,4061,-691,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56944,164,4038,-673,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
56980,137,4022,-666,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57021,156,4057,-646,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57063,140,4019,-701,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57105,180,4043,-664,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57147,125,4049,-632,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57189,141,4054,-609,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57231,153,4055,-677,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57273,161,4067,-668,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57315,140,4032,-653,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57357,132,4015,-637,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57399,118,4028,-661,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57445,138,4064,-674,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57491,152,4056,-649,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57537,142,4048,-654,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57583,127,4048,-638,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57630,132,4056,-651,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57676,156,4052,-667,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57722,152,4053,-656,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57768,147,4042,-668,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57814,143,4052,-650,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57861,113,4036,-665,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57891,143,4048,-655,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57921,114,4041,-652,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57951,131,4046,-659,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
57981,137,4057,-659,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58011,140,4038,-645,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58042,117,4059,-709,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58072,141,4066,-673,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58102,118,4033,-632,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58132,145,4023,-647,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58162,164,4034,-675,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58193,138,4079,-675,86,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58233,133,4025,-665,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58273,95,4048,-660,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58313,130,4036,-653,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58353,151,4058,-665,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58393,162,4057,-676,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58433,139,4051,-662,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58473,133,4052,-664,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58513,146,4060,-690,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58553,127,4021,-683,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58594,111,4054,-682,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58627,127,4062,-662,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58660,137,4052,-663,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
58694,145,4059,-689,88,18cf65c0-d367-46bd-b9b6-651a25b3e005,,berdiri,bersedekap,,
