88613,-501,3998,-859,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88653,-505,3991,-842,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88693,-503,3972,-818,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88733,-505,4005,-834,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88773,-516,3972,-831,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88813,-493,3967,-823,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88853,-516,3991,-830,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88893,-494,4012,-827,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88938,-505,3978,-837,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
88983,-512,3990,-823,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89028,-516,3998,-837,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89073,-513,3988,-823,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89118,-514,3978,-811,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89163,-502,3984,-842,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89208,-523,3995,-816,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89253,-489,3977,-866,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89298,-496,3980,-793,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89343,-500,4006,-865,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89375,-501,3957,-818,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89408,-498,4006,-833,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89440,-491,4004,-843,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89473,-507,3992,-831,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89506,-505,3986,-812,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89538,-536,4012,-851,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89571,-506,4003,-816,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89604,-527,3998,-794,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89636,-547,4026,-808,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89669,-520,3994,-786,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89702,-534,3950,-819,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89741,-495,4009,-796,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89780,-499,3973,-781,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89819,-504,3961,-788,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89858,-497,3976,-792,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89897,-510,3942,-818,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89936,-531,3948,-784,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
89975,-544,3974,-790,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90014,-503,3964,-785,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90053,-501,3997,-815,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90093,-535,3951,-780,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90130,-520,3963,-789,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90167,-510,3999,-828,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90204,-526,3972,-780,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90242,-511,3983,-796,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90279,-536,4029,-805,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90316,-519,3990,-803,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90353,-509,3960,-804,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90391,-503,3986,-810,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90428,-506,3984,-817,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90465,-528,3994,-802,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90503,-512,3993,-815,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90541,-532,4004,-798,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90580,-517,4006,-793,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90619,-527,3973,-797,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90658,-511,3962,-796,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90697,-529,3972,-808,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90736,-488,3980,-828,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90775,-489,3993,-773,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90814,-501,3996,-835,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90853,-496,3969,-802,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90892,-484,4003,-826,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90932,-495,4005,-808,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
90972,-495,3997,-823,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91012,-489,3971,-784,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91053,-508,4019,-825,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91093,-489,3973,-808,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91133,-462,3971,-796,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91174,-504,3992,-814,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91214,-498,4019,-820,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91254,-509,3972,-827,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91295,-512,3987,-823,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91333,-497,3989,-812,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91372,-495,3995,-822,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91411,-472,3970,-836,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91449,-494,3960,-788,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91488,-499,3977,-854,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91527,-486,3981,-802,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91566,-487,3976,-865,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91604,-509,3952,-816,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91643,-500,3992,-824,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91682,-505,3990,-828,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91721,-492,3964,-859,76,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91757,-512,3958,-808,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91794,-509,4010,-847,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91831,-491,3991,-827,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91868,-502,3956,-823,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91905,-509,3999,-834,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91942,-504,3995,-844,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
91979,-524,3975,-843,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92016,-502,3974,-837,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92053,-492,3974,-815,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92090,-501,3989,-828,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92126,-528,3959,-830,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92163,-518,3971,-817,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92199,-519,3995,-804,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92236,-494,3993,-839,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92273,-521,3994,-804,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92309,-517,3987,-829,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92346,-516,3987,-791,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92383,-506,4011,-851,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92419,-481,3977,-809,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92456,-512,3957,-807,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92493,-497,3983,-805,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92539,-528,4002,-849,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92586,-506,3958,-820,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92632,-504,4002,-839,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92679,-495,4006,-822,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92725,-532,3985,-834,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92772,-508,3979,-832,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92818,-499,3985,-835,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92865,-503,3991,-831,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92911,-481,3950,-824,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92958,-498,3983,-834,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
92991,-491,3991,-842,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93024,-451,3983,-847,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93057,-508,3977,-815,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93090,-507,3981,-849,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93124,-498,3975,-827,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93157,-475,3999,-881,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93190,-508,3984,-807,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93223,-476,3998,-835,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93256,-503,3988,-812,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93290,-518,3984,-836,77,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93328,-495,3962,-824,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93366,-517,3989,-816,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93404,-496,3991,-814,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93442,-491,3968,-828,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93480,-501,3971,-808,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93518,-484,3991,-823,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93556,-482,3989,-810,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93594,-492,3959,-844,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93632,-498,3993,-798,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93670,-490,3997,-822,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93708,-492,3974,-814,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93748,-468,4001,-835,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93789,-521,3965,-823,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93829,-505,3983,-818,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93870,-509,3997,-845,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93910,-496,3973,-814,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93951,-521,3975,-793,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
93991,-517,4012,-830,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94032,-512,3978,-806,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94072,-516,3979,-809,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94113,-503,3985,-828,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94153,-489,3989,-840,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94193,-501,3965,-809,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94233,-492,3977,-817,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94273,-492,3985,-835,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94313,-527,3979,-825,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94353,-507,3994,-826,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94393,-508,3997,-841,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94433,-472,3965,-842,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94473,-528,3970,-787,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94513,-520,3998,-863,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94553,-501,3953,-811,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94587,-520,4003,-835,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94622,-512,3970,-807,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94656,-485,3987,-857,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94691,-494,3994,-821,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94726,-505,3985,-856,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94760,-505,3976,-825,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94795,-506,3988,-831,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94829,-521,3981,-835,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94864,-486,3987,-829,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94899,-507,3971,-835,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94939,-508,3983,-824,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
94979,-520,3969,-814,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95020,-507,3969,-833,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95060,-501,3966,-819,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95101,-463,4001,-846,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95141,-491,3955,-797,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95181,-494,3986,-848,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95222,-493,3966,-812,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95262,-471,3986,-841,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95303,-495,4003,-806,78,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95341,-488,3978,-821,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95379,-495,3970,-820,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95417,-507,3991,-860,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95455,-491,3991,-812,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95493,-477,3970,-829,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95531,-512,3968,-834,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95569,-493,3995,-833,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95607,-502,3975,-812,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95645,-511,3994,-824,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95683,-511,3988,-832,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95722,-487,3974,-822,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95759,-485,4012,-867,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95796,-513,3987,-806,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95833,-518,3998,-858,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95870,-509,3979,-804,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95907,-518,4006,-831,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95944,-518,4037,-799,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
95981,-488,3962,-822,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96018,-484,3976,-798,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96055,-486,4003,-830,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96093,-503,3949,-787,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96131,-496,3967,-811,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96169,-497,3995,-799,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96207,-524,3986,-812,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96245,-515,3988,-812,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96283,-502,3952,-778,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96322,-488,3979,-815,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96360,-500,3996,-815,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96398,-495,3966,-831,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96436,-498,3971,-777,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96474,-511,3946,-813,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96513,-503,3949,-782,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96552,-524,3997,-819,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96591,-517,3998,-767,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96630,-499,3976,-798,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96669,-505,4009,-801,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96708,-503,3991,-829,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96747,-501,3942,-787,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96786,-517,3990,-827,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96825,-508,3989,-805,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96864,-504,3980,-803,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96903,-509,3973,-803,79,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96942,-520,3984,-829,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
96981,-530,3978,-786,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97020,-517,4017,-800,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97059,-483,4003,-822,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97098,-483,3991,-789,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97137,-494,3994,-849,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97176,-526,3968,-809,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97215,-498,3999,-826,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97254,-513,4017,-803,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97293,-474,3998,-810,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97331,-474,3952,-799,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97370,-501,4011,-830,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97408,-495,3973,-794,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97447,-488,3985,-825,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97486,-482,3953,-825,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97524,-498,3981,-834,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97563,-502,3985,-827,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97602,-499,3990,-823,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97640,-507,3984,-826,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97679,-498,3993,-819,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97718,-487,3967,-829,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97755,-487,3998,-816,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97792,-465,4010,-842,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97829,-496,3972,-791,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
97866,-508,3996,-863,80,f2a27ce9-879d-4f5c-82ca-d402c5bdb19c,,berdiri,bersedekap,,
