71252,-725,3822,-1286,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71288,-737,3799,-1288,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71324,-708,3829,-1293,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71361,-734,3840,-1316,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71397,-712,3800,-1268,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71433,-728,3820,-1298,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71470,-717,3787,-1308,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71509,-725,3791,-1292,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71548,-729,3822,-1303,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71588,-738,3830,-1290,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71627,-733,3815,-1310,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71667,-721,3814,-1322,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71706,-704,3804,-1306,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71745,-716,3817,-1307,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71785,-740,3804,-1283,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71824,-721,3830,-1294,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71864,-732,3798,-1331,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71900,-718,3833,-1313,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71937,-684,3773,-1321,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
71973,-718,3814,-1294,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72010,-731,3806,-1321,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72046,-719,3829,-1317,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72083,-706,3827,-1293,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72119,-715,3797,-1314,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72156,-727,3798,-1324,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72192,-690,3832,-1331,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72229,-695,3769,-1292,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72266,-746,3829,-1314,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72307,-718,3808,-1293,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72349,-726,3810,-1297,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72390,-727,3784,-1317,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72432,-723,3790,-1281,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72474,-735,3808,-1296,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72515,-716,3838,-1301,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72557,-720,3822,-1289,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72598,-729,3789,-1323,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72640,-740,3831,-1298,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72682,-714,3794,-1298,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72720,-750,3814,-1307,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72758,-739,3833,-1320,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72796,-713,3785,-1283,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72834,-740,3803,-1321,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72872,-739,3793,-1323,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72910,-732,3840,-1324,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72948,-722,3782,-1333,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
72986,-735,3796,-1323,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73024,-699,3807,-1316,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73063,-722,3838,-1316,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73103,-715,3826,-1319,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73144,-697,3803,-1328,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73185,-708,3782,-1329,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73226,-718,3808,-1327,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73267,-712,3819,-1321,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73308,-717,3783,-1327,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73349,-686,3797,-1325,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73390,-716,3814,-1334,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73431,-731,3804,-1324,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73472,-673,3799,-1360,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73513,-680,3800,-1321,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73548,-732,3822,-1353,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73584,-710,3786,-1315,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73619,-689,3809,-1332,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73655,-717,3793,-1373,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73690,-712,3775,-1349,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73726,-729,3800,-1357,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73761,-733,3824,-1355,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73797,-702,3794,-1357,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73832,-701,3811,-1342,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73868,-703,3823,-1356,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73910,-728,3775,-1344,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73953,-704,3786,-1356,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
73996,-720,3795,-1358,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74039,-710,3798,-1348,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74082,-728,3789,-1347,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74125,-729,3808,-1363,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74168,-671,3796,-1359,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74211,-723,3788,-1349,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74254,-723,3790,-1370,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74297,-719,3761,-1361,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74340,-700,3815,-1380,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74372,-708,3796,-1373,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74405,-719,3795,-1347,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74437,-726,3830,-1372,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74470,-724,3791,-1375,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74502,-712,3789,-1368,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74535,-703,3795,-1383,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74567,-712,3799,-1411,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74600,-706,3775,-1367,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74632,-704,3804,-1377,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74665,-718,3794,-1378,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74705,-686,3799,-1371,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74745,-690,3796,-1365,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74786,-708,3822,-1373,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74826,-725,3784,-1376,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74867,-731,3808,-1349,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74907,-695,3807,-1356,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74947,-686,3823,-1374,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
74988,-710,3787,-1383,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75028,-694,3786,-1385,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75069,-680,3765,-1385,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75106,-696,3795,-1376,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75143,-715,3814,-1360,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75181,-703,3817,-1349,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75218,-706,3814,-1380,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75255,-713,3818,-1379,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75293,-707,3804,-1354,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75330,-690,3817,-1385,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75367,-677,3780,-1369,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75405,-696,3789,-1381,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75442,-676,3796,-1389,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75480,-714,3754,-1365,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75519,-731,3766,-1385,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75558,-730,3818,-1363,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75598,-704,3824,-1382,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75637,-685,3811,-1355,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75677,-714,3868,-1371,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75716,-662,3806,-1367,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75755,-687,3785,-1336,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75795,-741,3789,-1354,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75834,-748,3747,-1382,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75874,-714,3781,-1332,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75913,-698,3768,-1368,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75953,-678,3742,-1358,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
75992,-688,3761,-1363,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76032,-702,3834,-1391,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76071,-699,3837,-1393,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76111,-722,3816,-1399,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76150,-682,3805,-1381,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76190,-745,3792,-1388,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76229,-686,3777,-1371,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76269,-649,3756,-1371,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76306,-678,3770,-1363,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76343,-673,3806,-1380,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76380,-702,3767,-1403,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76418,-687,3817,-1366,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76455,-679,3757,-1396,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76492,-711,3804,-1402,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76529,-669,3754,-1405,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76567,-651,3796,-1364,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76604,-699,3794,-1397,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76641,-721,3771,-1385,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76679,-691,3773,-1390,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76717,-676,3781,-1402,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76756,-692,3798,-1384,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76794,-700,3784,-1382,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76833,-691,3759,-1361,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76871,-701,3812,-1381,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76910,-696,3781,-1407,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76948,-709,3753,-1366,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
76987,-714,3799,-1370,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77025,-712,3796,-1388,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77064,-724,3788,-1348,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77100,-757,3785,-1378,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77137,-759,3766,-1376,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77174,-707,3780,-1376,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77211,-712,3786,-1372,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77248,-683,3785,-1387,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77284,-738,3871,-1331,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77321,-751,3870,-1417,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77358,-726,3789,-1367,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77395,-738,3820,-1374,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77432,-779,3810,-1351,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77469,-761,3798,-1359,65,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77510,-703,3740,-1362,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77551,-705,3745,-1334,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77592,-710,3750,-1359,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77633,-726,3730,-1354,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77674,-734,3754,-1354,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77715,-729,3759,-1352,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77756,-728,3787,-1362,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77797,-737,3791,-1346,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77838,-762,3832,-1373,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77879,-707,3828,-1390,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77917,-718,3720,-1354,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77956,-696,3769,-1364,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
77994,-716,3842,-1406,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78033,-693,3793,-1408,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78072,-700,3776,-1374,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78110,-721,3792,-1407,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78149,-721,3788,-1387,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78187,-686,3762,-1378,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78226,-690,3750,-1393,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78265,-679,3825,-1405,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78306,-688,3784,-1408,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78347,-705,3800,-1380,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78389,-718,3784,-1399,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78430,-694,3753,-1385,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78471,-692,3769,-1390,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78513,-703,3774,-1376,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78554,-709,3775,-1389,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78595,-747,3790,-1374,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78637,-736,3800,-1393,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78678,-738,3775,-1402,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78720,-728,3814,-1388,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78753,-695,3767,-1423,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78786,-707,3784,-1377,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78819,-657,3763,-1431,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78853,-684,3836,-1379,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78886,-683,3790,-1424,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78919,-735,3773,-1394,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78953,-733,3784,-1412,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
78986,-727,3806,-1414,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79019,-718,3795,-1384,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79053,-714,3792,-1405,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79090,-709,3791,-1359,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79128,-746,3783,-1420,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79166,-715,3750,-1398,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79203,-717,3768,-1386,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79241,-723,3812,-1402,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79279,-727,3776,-1381,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79317,-749,3771,-1373,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79354,-700,3769,-1383,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79392,-708,3779,-1390,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79430,-725,3811,-1409,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79468,-697,3763,-1402,66,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79506,-690,3797,-1371,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79544,-726,3832,-1403,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79582,-696,3954,-1412,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79620,-697,3825,-1401,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79658,-723,3812,-1364,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79696,-713,3822,-1426,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79734,-721,3715,-1389,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79772,-709,3723,-1379,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79810,-690,3737,-1400,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79848,-675,3734,-1367,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79892,-719,3767,-1374,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79936,-708,3806,-1358,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
79980,-728,3849,-1370,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80024,-734,3820,-1376,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80068,-745,3758,-1358,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80112,-741,3766,-1358,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80156,-726,3787,-1384,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80200,-709,3761,-1382,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80244,-722,3833,-1353,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80288,-648,3795,-1363,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80326,-689,3732,-1394,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80365,-752,3796,-1410,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80404,-706,3758,-1363,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80442,-698,3805,-1404,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80481,-713,3802,-1389,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80520,-707,3775,-1369,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80559,-707,3806,-1392,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80597,-716,3783,-1371,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80636,-732,3789,-1379,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80675,-724,3800,-1402,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80714,-729,3782,-1361,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80756,-722,3796,-1389,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80798,-711,3771,-1365,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80840,-788,3875,-1412,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80882,-704,3786,-1357,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80924,-724,3791,-1367,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
80966,-718,3814,-1370,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
81008,-687,3741,-1370,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
81050,-728,3758,-1372,67,3b2e6c39-7acb-4820-9b68-23d784efa434,,berdiri,bersedekap,,
